,Category,Price Bracket,Summary Category,Table,Table Type,Sales 2019,Sales 2020,Profit 2019,Profit 2020,Restaurant,Month,Margin 2019,Margin 2020,Sales Year Change,Profit Year Change,Margin Year Change,Sales % Change,Profit % Change,Margin % Change,Sales Colour,Profit Colour,Margin Colour,Drink Colour Column,Drink Colour
3,,,Beer,Summary,Summary,11149.079999999998,12112.580000000002,8375.87,9041.58,South Place Chophouse,January,75.12610906011979,74.64619428726166,963.5000000000036,665.7099999999991,-0.47991477285812323,8.641968664679093,7.947950481561904,-0.6388122303446738,lime,lime,Red,Beer,Brown
4,,,Soft Drinks,Summary,Summary,8082.91,10977.439999999999,5996.5599999999995,8370.77,South Place Chophouse,January,74.18813273932284,76.25429972744102,2894.529999999999,2374.210000000001,2.0661669881181837,35.81049399288126,39.5928665768374,2.7850370562339655,lime,lime,lime,Soft drinks,Brown
5,White Wine,,,Wine,Category,10834.76,12237.12,8566.689999999999,9826.169999999998,South Place Chophouse,January,79.06672598193221,80.29806032792027,1402.3600000000006,1259.4799999999996,1.23133434598806,12.943157024244197,14.702061122790713,1.5573356942456882,lime,lime,lime,White,Gold
6,Red Wine,,,Wine,Category,14841.87,13262.1,11514.73,10436.53,South Place Chophouse,January,77.58274395342364,78.69439983109764,-1579.7700000000004,-1078.199999999999,1.1116558776739964,-10.64400914440027,-9.36365854865897,1.432864862760426,Red,Red,lime,Red,Red
7,Sparkling Wine,,,Wine,Category,12109.460000000001,10280.24,7851.84,6642.150000000001,South Place Chophouse,January,64.84054615152121,64.6108456611908,-1829.2200000000012,-1209.6899999999996,-0.22970049033041562,-15.105710741849768,-15.406452500305656,-0.3542544040169635,Red,Red,Red,Sparkling,Yellow
8,Rose Wine,,,Wine,Category,1089.97,1698.9499999999998,862.9,1307.27,South Place Chophouse,January,79.16731653164766,76.94576061685159,608.9799999999998,444.37,-2.2215559147960704,55.87126251181223,51.49727662533318,-2.8061528571680068,lime,lime,Red,Rose,Pink
9,Sweet Wine,,,Wine,Category,72.08,35.83,54.81,29.18,South Place Chophouse,January,76.04051054384018,81.44013396595032,-36.25,-25.630000000000003,5.399623422110139,-50.29134295227525,-46.761539864988144,7.10098259926471,Red,Red,lime,Sweet,Orange
10,Fortified Wine,,,Wine,Category,252.46999999999997,10.83,194.57,8.71,South Place Chophouse,January,77.0665821681784,80.42474607571562,-241.63999999999996,-185.85999999999999,3.358163907537218,-95.7103814314572,-95.52346199311302,4.357483896468733,Red,Red,lime,Fortified,Orange
11,Vodka,,,Spirits,Category,6316.51,4702.63,5018.83,3833.14,South Place Chophouse,January,79.45574375723302,81.51055898507856,-1613.88,-1185.69,2.0548152278455376,-25.550185149710835,-23.62482889438375,2.5861128858396514,Red,Red,lime,Spirits,Grey
12,Gin,,,Spirits,Category,10490.189999999999,8990.43,8606.16,7264.14,South Place Chophouse,January,82.0400774437832,80.79858249271726,-1499.7599999999984,-1342.0199999999995,-1.2414949510659454,-14.296785854212352,-15.593714269778852,-1.5132786191196153,Red,Red,Red,Spirits,Grey
13,Whiskey,,,Spirits,Category,4196.29,3675.75,3352.4400000000005,2745.0199999999995,South Place Chophouse,January,79.8905700035031,74.6791811194994,-520.54,-607.420000000001,-5.211388884003696,-12.404767068052971,-18.118743363043063,-6.523158970796157,Red,Red,Red,Spirits,Grey
14,Rum,,,Spirits,Category,1735.93,1895.82,1428.6799999999998,1623.76,South Place Chophouse,January,82.30055359375089,85.64948149085883,159.88999999999987,195.08000000000015,3.3489278971079415,9.210624852384592,13.654562253268764,4.069143828167672,lime,lime,lime,Spirits,Grey
15,Tequila,,,Spirits,Category,513.97,815.56,409.40999999999997,683.6099999999999,South Place Chophouse,January,79.65640017899877,83.82093285595174,301.5899999999999,274.19999999999993,4.164532676952973,58.678522092729125,66.97442661390781,5.228120612524168,lime,lime,lime,Spirits,Grey
16,Liqueurs,,,Spirits,Category,1959.78,1794.8899999999999,1635.9999999999998,1475.5799999999992,South Place Chophouse,January,83.47875781975527,82.21005186947386,-164.8900000000001,-160.42000000000053,-1.268705950281415,-8.413699496882309,-9.805623471882674,-1.5197949555272077,Red,Red,Red,Spirits,Grey
17,Aperitif/Mart,,,Spirits,Category,689.06,596.51,544.3800000000001,485.73,South Place Chophouse,January,79.00327983049374,81.42864327504988,-92.54999999999995,-58.65000000000009,2.4253634445561403,-13.431341247496583,-10.773724236746405,3.0699528548180566,Red,Red,lime,Spirits,Grey
18,Digestif,,,Spirits,Category,672.8,509.2,532.0200000000001,400.91999999999996,South Place Chophouse,January,79.07550535077291,78.73527101335428,-163.59999999999997,-131.10000000000014,-0.34023433741863585,-24.316290130796666,-24.641930754482935,-0.4302651445721178,Red,Red,Red,Spirits,Grey
19,Pre-Mixed,,,Spirits,Category,0.0,0.0,0.0,0.0,South Place Chophouse,January,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yellow,Yellow,Yellow,Spirits,Grey
20,Other,,,Spirits,Category,787.6200000000001,348.5,657.09,285.97,South Place Chophouse,January,83.42728727051116,82.05738880918221,-439.1200000000001,-371.12,-1.369898461328944,-55.75277418044236,-56.479325510965005,-1.6420268549390538,Red,Red,Red,Spirits,Grey
21,Bottled,,,Beer,Category,3181.87,3177.27,2338.7699999999995,2364.04,South Place Chophouse,January,73.50300295109479,74.40475628448323,-4.599999999999909,25.270000000000437,0.9017533333884415,-0.1445690741607894,1.080482475831332,1.2268251597671773,Red,lime,lime,Beer,Brown
22,Draft,,,Beer,Category,7170.5,7380.31,5450.05,5516.31,South Place Chophouse,January,76.00655463356809,74.74360833081536,209.8100000000004,66.26000000000022,-1.2629463027527237,2.9260163168537816,1.2157686626728235,-1.661628143574537,lime,lime,Red,Beer,Brown
23,Cans,,,Beer,Category,480.0,1075.0,354.76,794.52,South Place Chophouse,January,73.90833333333333,73.90883720930232,595.0,439.76,0.0005038759689881545,123.95833333333333,123.95986018716879,0.0006817579916403037,lime,lime,lime,Beer,Brown
24,Lager,,,Beer,Category,91.71,45.0,58.51,32.62,South Place Chophouse,January,63.79893141424054,72.48888888888888,-46.709999999999994,-25.89,8.689957474648338,-50.93228655544652,-44.2488463510511,13.620851136557837,Red,Red,lime,Beer,Brown
25,Ale,,,Beer,Category,0.0,15.0,0.0,11.7,South Place Chophouse,January,0.0,77.99999999999999,15.0,11.7,77.99999999999999,100.0,100.0,100.0,lime,lime,lime,Beer,Brown
26,Cider Bottled,,,Beer,Category,225.0,420.0,173.78,322.39,South Place Chophouse,January,77.23555555555556,76.75952380952381,195.0,148.60999999999999,-0.4760317460317509,86.66666666666667,85.5161698699505,-0.6163375696693747,lime,lime,Red,Beer,Brown
27,Water,,,Soft Drinks,Category,4726.33,4076.83,4121.42,3472.33,South Place Chophouse,January,87.20127456186935,85.17230299031355,-649.5,-649.0900000000001,-2.0289715715558003,-13.742163581468073,-15.749183533830577,-2.326768251668436,Red,Red,Red,Soft drinks,Brown
28,Sodas,,,Soft Drinks,Category,2354.2799999999997,5822.93,1011.9500000000003,3992.1000000000004,South Place Chophouse,January,42.983417435479225,68.55826877534163,3468.6500000000005,2980.15,25.574851339862406,147.3337920723109,294.49577548297833,59.49934385336355,lime,lime,lime,Soft drinks,Brown
29,Juice,,,Soft Drinks,Category,678.2900000000001,636.26,599.54,553.4699999999999,South Place Chophouse,January,88.3899217149007,86.9880237638701,-42.030000000000086,-46.07000000000005,-1.4018979510305911,-6.19646463901872,-7.684224572172008,-1.5860382313182437,Red,Red,Red,Soft drinks,Brown
30,Syrups,,,Soft Drinks,Category,61.57000000000001,59.64,52.61,47.93,South Place Chophouse,January,85.44745817768393,80.36552649228706,-1.9300000000000068,-4.68,-5.081931685396867,-3.1346434952087163,-8.895647215358297,-5.947434591710419,Red,Red,Red,Soft drinks,Brown
31,Purees,,,Soft Drinks,Category,0.0,191.81,0.0,148.11,South Place Chophouse,January,0.0,77.21703769355092,191.81,148.11,77.21703769355092,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
32,Soft Drinks,,,Soft Drinks,Category,0.0,10.0,0.0,7.119999999999999,South Place Chophouse,January,0.0,71.2,10.0,7.119999999999999,71.2,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
33,Cordials,,,Soft Drinks,Category,40.4,10.81,30.740000000000002,8.91,South Place Chophouse,January,76.0891089108911,82.42368177613321,-29.589999999999996,-21.830000000000002,6.334572865242109,-73.24257425742574,-71.01496421600521,8.325203115022159,Red,Red,lime,Soft drinks,Brown
34,Fresh Juice,,,Soft Drinks,Category,222.04000000000002,169.16,180.3,140.8,South Place Chophouse,January,81.20158529994596,83.23480728304564,-52.880000000000024,-39.5,2.033221983099679,-23.81552873356153,-21.907931225734885,2.5039190744728383,Red,Red,lime,Soft drinks,Brown
35,,<£6,,Wine,Price Bracket,14939.619999999999,13532.11,11292.99,10695.179999999998,South Place Chophouse,January,75.59087848285299,79.03556799346147,-1407.5099999999984,-597.8100000000013,3.444689510608484,-9.421323969418221,-5.293637911660253,4.557017433512002,Red,Red,lime,Wine,Purple
36,,£6-£10,,Wine,Price Bracket,12179.519999999999,13355.31,9392.5,10413.56,South Place Chophouse,January,77.11716061059879,77.97318070490314,1175.7900000000009,1021.0599999999995,0.8560200943043554,9.653828722314188,10.871014107000262,1.110025430820525,lime,lime,lime,Wine,Purple
37,,£10-£15,,Wine,Price Bracket,7359.740000000001,5076.39,5395.2699999999995,3633.06,South Place Chophouse,January,73.30788859389054,71.56778734494395,-2283.3500000000004,-1762.2099999999996,-1.740101248946587,-31.02487316128016,-32.66212812333766,-2.3736889471559635,Red,Red,Red,Wine,Purple
38,,£15-£20,,Wine,Price Bracket,586.02,555.83,365.97999999999996,412.03,South Place Chophouse,January,62.451793454148316,74.12878038249104,-30.18999999999994,46.05000000000001,11.676986928342728,-5.151701307122614,12.582654789879232,18.697600633224237,Red,lime,lime,Wine,Purple
39,,£20+,,Wine,Price Bracket,4135.71,5005.43,2598.7999999999997,3096.18,South Place Chophouse,January,62.8380616629309,61.85642392361894,869.7200000000003,497.3800000000001,-0.9816377393119566,21.029520928691813,19.138833307680475,-1.5621706229220613,lime,lime,Red,Wine,Purple
40,,<£6,,White Wine,Price Bracket,6216.78,7389.200000000001,5054.530000000001,6042.48,South Place Chophouse,January,81.30463037134982,81.77448167595949,1172.420000000001,987.9499999999989,0.4698513046096764,18.858959139618918,19.54583314373441,0.577889970674097,lime,lime,lime,White,Gold
41,,£6-£10,,White Wine,Price Bracket,2276.9,4532.91,1760.6599999999999,3547.33,South Place Chophouse,January,77.32706750406253,78.25723431526328,2256.0099999999998,1786.67,0.9301668112007491,99.08252448504544,101.47728692649349,1.2028993743385925,lime,lime,lime,White,Gold
42,,£10-£15,,White Wine,Price Bracket,2241.5499999999997,251.68,1709.1299999999999,188.52999999999997,South Place Chophouse,January,76.24768575316187,74.90861411315956,-1989.8699999999997,-1520.6,-1.3390716400023166,-88.77205505119225,-88.96924166096201,-1.7562128302979836,Red,Red,Red,White,Gold
43,,£15-£20,,White Wine,Price Bracket,99.53,63.33,42.37,47.83,South Place Chophouse,January,42.570079373053346,75.52502763303332,-36.2,5.460000000000001,32.95494825997997,-36.370943434140464,12.886476280387068,77.41340571904193,Red,lime,lime,White,Gold
44,,<£6,,Red Wine,Price Bracket,3300.61,3089.2599999999998,2675.02,2553.06,South Place Chophouse,January,81.04623084823714,82.64309252053891,-211.35000000000036,-121.96000000000004,1.5968616723017703,-6.403361802818278,-4.559218248835524,1.9703096067378734,Red,Red,lime,Red,Red
45,,£6-£10,,Red Wine,Price Bracket,9895.539999999999,8786.57,7626.23,6837.049999999999,South Place Chophouse,January,77.06734549099897,77.81250248959492,-1108.9699999999993,-789.1800000000003,0.7451569985959452,-11.206765876344287,-10.348232350715888,0.9668907029929755,Red,Red,lime,Red,Red
46,,£10-£15,,Red Wine,Price Bracket,1292.08,904.5999999999999,986.8499999999999,690.93,South Place Chophouse,January,76.37684973066683,76.37961529957992,-387.48,-295.91999999999996,0.0027655689130909877,-29.98885517924587,-29.986320109439124,0.003620951797361913,Red,Red,lime,Red,Red
47,,£15-£20,,Red Wine,Price Bracket,183.64,481.67,100.36,355.49,South Place Chophouse,January,54.65040296231758,73.80364149729067,298.03000000000003,255.13,19.15323853497309,162.29035068612504,254.21482662415306,35.046838626568935,lime,lime,lime,Red,Red
48,,£20+,,Red Wine,Price Bracket,170.0,0.0,126.27000000000001,0.0,South Place Chophouse,January,74.2764705882353,0.0,-170.0,-126.27000000000001,-74.2764705882353,-100.0,-100.0,-100.0,Red,Red,Red,Red,Red
49,,<£6,,Sparkling Wine,Price Bracket,4377.43,2275.51,2719.76,1485.26,South Place Chophouse,January,62.13143328391316,65.27152154901538,-2101.92,-1234.5000000000002,3.1400882651022144,-48.017215580831675,-45.39003441480131,5.053944676848835,Red,Red,lime,Sparkling,Yellow
50,,£10-£15,,Sparkling Wine,Price Bracket,3796.32,2999.3,2682.11,2060.71,South Place Chophouse,January,70.6502613056855,68.70636481845763,-797.02,-621.4000000000001,-1.9438964872278746,-20.994542082859187,-23.168326429564782,-2.7514356653503866,Red,Red,Red,Sparkling,Yellow
51,,£20+,,Sparkling Wine,Price Bracket,3935.71,5005.43,2449.97,3096.18,South Place Chophouse,January,62.24975925563621,61.85642392361894,1069.7200000000003,646.21,-0.39333533201726567,27.179848108727526,26.376241341730715,-0.6318664308435095,lime,lime,Red,Sparkling,Yellow
52,,<£6,,Rose Wine,Price Bracket,1044.8,778.14,843.68,614.38,South Place Chophouse,January,80.75038284839204,78.95494384044002,-266.65999999999997,-229.29999999999995,-1.7954390079520124,-25.522588055130168,-27.17855110942537,-2.2234433381237704,Red,Red,Red,Rose,Pink
53,,£10-£15,,Rose Wine,Price Bracket,18.99,920.81,8.08,692.89,South Place Chophouse,January,42.54870984728805,75.24787958427906,901.8199999999999,684.81,32.69916973699101,4748.920484465509,8475.371287128712,76.85114273582417,lime,lime,lime,Rose,Pink
54,,£15-£20,,Rose Wine,Price Bracket,26.18,0.0,11.14,0.0,South Place Chophouse,January,42.55156608097785,0.0,-26.18,-11.14,-42.55156608097785,-100.0,-100.0,-100.0,Red,Red,Red,Rose,Pink
55,,£10-£15,,Fortified Wine,Price Bracket,10.8,0.0,9.1,0.0,South Place Chophouse,January,84.25925925925925,0.0,-10.8,-9.1,-84.25925925925925,-100.0,-100.0,-100.0,Red,Red,Red,Fortified,Orange
56,,£15-£20,,Fortified Wine,Price Bracket,211.67,10.83,162.91,8.71,South Place Chophouse,January,76.9641422969717,80.42474607571562,-200.83999999999997,-154.2,3.4606037787439163,-94.8835451410214,-94.65348965686576,4.496384518118745,Red,Red,lime,Fortified,Orange
57,,£20+,,Fortified Wine,Price Bracket,30.0,0.0,22.56,0.0,South Place Chophouse,January,75.2,0.0,-30.0,-22.56,-75.2,-100.0,-100.0,-100.0,Red,Red,Red,Fortified,Orange
58,,£6-£10,,Sweet Wine,Price Bracket,7.08,35.83,5.61,29.18,South Place Chophouse,January,79.23728813559322,81.44013396595032,28.75,23.57,2.2028458303571057,406.07344632768365,420.14260249554366,2.7800621174560267,lime,lime,lime,Sweet,Orange
59,,£15-£20,,Sweet Wine,Price Bracket,65.0,0.0,49.2,0.0,South Place Chophouse,January,75.6923076923077,0.0,-65.0,-49.2,-75.6923076923077,-100.0,-100.0,-100.0,Red,Red,Red,Sweet,Orange
60,,<£6,,Spirits,Price Bracket,20.8,1.86,17.58,1.38,South Place Chophouse,January,84.51923076923076,74.19354838709677,-18.94,-16.2,-10.32568238213399,-91.0576923076923,-92.15017064846417,-12.216962090351936,Red,Red,Red,Spirits,Grey
61,,£6-£10,,Spirits,Price Bracket,384.35,423.90000000000003,288.58,330.33000000000004,South Place Chophouse,January,75.08260699882918,77.92639773531494,39.55000000000001,41.75000000000006,2.843790736485758,10.290100169116693,14.467392057661673,3.787549274268145,lime,lime,lime,Spirits,Grey
62,,£10-£15,,Spirits,Price Bracket,6693.280000000002,5792.54,5656.4800000000005,4842.820000000002,South Place Chophouse,January,84.50983673176677,83.60442914507284,-900.7400000000016,-813.659999999998,-0.9054075866939257,-13.457378146439435,-14.384564251972924,-1.0713635497459058,Red,Red,Red,Spirits,Grey
63,,£15-£20,,Spirits,Price Bracket,6644.509999999999,3911.6200000000003,5367.429999999999,3230.1600000000003,South Place Chophouse,January,80.77992207100297,82.57857358332353,-2732.889999999999,-2137.269999999999,1.7986515123205606,-41.13004570690689,-39.81924310144705,2.2266071397538654,Red,Red,lime,Spirits,Grey
64,,£20+,,Spirits,Price Bracket,13619.210000000001,13199.369999999997,10854.940000000002,10393.18,South Place Chophouse,January,79.70315458826174,78.73997016524275,-419.8400000000038,-461.76000000000204,-0.963184423018987,-3.082704503418361,-4.253915728691286,-1.208464618489316,Red,Red,Red,Spirits,Grey
65,,<£6,,Beer,Price Bracket,11149.079999999998,12112.580000000002,8375.87,9041.58,South Place Chophouse,January,75.12610906011979,74.64619428726166,963.5000000000036,665.7099999999991,-0.47991477285812323,8.641968664679093,7.947950481561904,-0.6388122303446738,lime,lime,Red,Beer,Brown
66,,<£6,,Soft Drinks,Price Bracket,8028.7699999999995,10854.08,5949.9,8265.38,South Place Chophouse,January,74.10724183156324,76.14998231079925,2825.3100000000004,2315.4799999999996,2.042740479236002,35.18982359688969,38.91628430729928,2.756465398994208,lime,lime,lime,Soft drinks,Brown
67,,£6-£10,,Soft Drinks,Price Bracket,54.14,116.22,46.66,99.56,South Place Chophouse,January,86.18396749168821,85.66511787988298,62.08,52.900000000000006,-0.5188496118052228,114.66568156630956,113.37333904843551,-0.6020256747349928,lime,lime,Red,Soft drinks,Brown
68,,£10-£15,,Soft Drinks,Price Bracket,0.0,7.14,0.0,5.83,South Place Chophouse,January,0.0,81.65266106442579,7.14,5.83,81.65266106442579,100.0,100.0,100.0,lime,lime,lime,Soft drinks,Brown
0,,,Beverage,Summary,Summary,63589.589999999975,57876.50999999999,47942.24999999996,44042.32000000001,Angler,January,75.39323653447047,76.09705561029858,-5713.079999999987,-3899.9299999999566,0.7038190758281075,-8.984300732242477,-8.134641156808367,0.9335307889406168,Red,Red,lime,Beverage,Black
1,,,Wine,Summary,Summary,49671.37000000001,43794.86999999999,36659.939999999995,32600.860000000004,Angler,January,73.80497054943318,74.4399058611203,-5876.500000000022,-4059.079999999991,0.6349353116871157,-11.830758845588557,-11.072249436305654,0.8602880090059084,Red,Red,lime,Wine,Purple
2,,,Spirits,Summary,Summary,7231.880000000001,7875.6,5916.4,6560.109999999999,Angler,January,81.80998578516234,83.29663771649142,643.7199999999993,643.7099999999991,1.486651931329078,8.901143271182587,10.880096004326942,1.8172010630011721,lime,lime,lime,Spirits,Grey
3,,,Beer,Summary,Summary,1903.8899999999999,2055.9700000000003,1416.1600000000003,1567.0900000000001,Angler,January,74.38244856583103,76.22144291988697,152.08000000000038,150.92999999999984,1.8389943540559415,7.987856441286019,10.65769404587051,2.4723498479999195,lime,lime,lime,Beer,Brown
