,SiteName,2019,2020,Shift,Area,Measure,Year Change,% Change,Colour,Table,GenericLocation,RevenueType,LocationName,Day,OrdDay,OrdSession,Session,DaySession,Colour_TY,Colour_LY,Colour_CHG,Count,Average_TY,Average_LY,Average_Year Change,Average_% Change,Average_Colour
11983,Skylon,0.0,43.56469565217392,,,Spend,43.56469565217392,100.0,lime,Daily,Events & Ex Hires,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,43.56469565217392,0.0,43.56469565217392,100.0,limegreen
11984,Skylon,0.0,58.96991304347827,,,Spend,58.96991304347827,100.0,lime,Daily,Events & Ex Hires,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,58.96991304347827,0.0,58.96991304347827,100.0,limegreen
11985,Skylon,0.0,66.88973913043479,,,Spend,66.88973913043479,100.0,lime,Daily,Events & Ex Hires,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,66.88973913043479,0.0,66.88973913043479,100.0,limegreen
11986,Skylon,0.0,35.64486956521739,,,Spend,35.64486956521739,100.0,lime,Daily,Events & Ex Hires,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,35.64486956521739,0.0,35.64486956521739,100.0,limegreen
11987,Skylon,3033.33,307.5,,,Spend,-2725.83,-89.86262622266618,Red,Daily,Events & Ex Hires,Total,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,307.5,3033.33,-2725.83,-89.86262622266618,red
11988,Skylon,0.0,150.0,,,Spend,150.0,100.0,lime,Daily,Events & Ex Hires,Beverage,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,150.0,0.0,150.0,100.0,limegreen
11989,Skylon,3033.33,157.5,,,Spend,-2875.83,-94.80768660185342,Red,Daily,Events & Ex Hires,Food,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,157.5,3033.33,-2875.83,-94.80768660185342,red
11990,Skylon,3033.33,157.5,,,Spend,-2875.83,-94.80768660185342,Red,Daily,Events & Ex Hires,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,157.5,3033.33,-2875.83,-94.80768660185342,red
11991,Skylon,0.0,150.0,,,Spend,150.0,100.0,lime,Daily,Events & Ex Hires,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,150.0,0.0,150.0,100.0,limegreen
11992,Skylon,304.7865625,68.35037037037036,,,Spend,-236.43619212962966,-77.57434914133712,Red,Daily,Events & Ex Hires,Total,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,68.35037037037036,304.7865625,-236.43619212962966,-77.57434914133712,red
11993,Skylon,277.2084375,19.845925925925926,,,Spend,-257.36251157407406,-92.84079297697208,Red,Daily,Events & Ex Hires,Beverage,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,19.845925925925926,277.2084375,-257.36251157407406,-92.84079297697208,red
11994,Skylon,27.578125,48.50444444444444,,,Spend,20.926319444444438,75.88013849543593,lime,Daily,Events & Ex Hires,Food,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,48.50444444444444,27.578125,20.926319444444438,75.88013849543593,limegreen
11995,Skylon,231.4271875,50.850370370370364,,,Spend,-180.57681712962963,-78.02748634692267,Red,Daily,Events & Ex Hires,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,50.850370370370364,231.4271875,-180.57681712962963,-78.02748634692267,red
11996,Skylon,73.359375,17.5,,,Spend,-55.859375,-76.14483493077742,Red,Daily,Events & Ex Hires,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,17.5,73.359375,-55.859375,-76.14483493077742,red
11997,Skylon,63.468,0.0,,,Spend,-63.468,-100.0,Red,Daily,Events & Ex Hires,Total,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,0.0,63.468,-63.468,-100.0,red
11998,Skylon,23.622799999999998,0.0,,,Spend,-23.622799999999998,-100.0,Red,Daily,Events & Ex Hires,Beverage,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,0.0,23.622799999999998,-23.622799999999998,-100.0,red
11999,Skylon,39.8452,0.0,,,Spend,-39.8452,-100.0,Red,Daily,Events & Ex Hires,Food,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,0.0,39.8452,-39.8452,-100.0,red
12000,Skylon,42.001999999999995,0.0,,,Spend,-42.001999999999995,-100.0,Red,Daily,Events & Ex Hires,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,0.0,42.001999999999995,-42.001999999999995,-100.0,red
12001,Skylon,21.465999999999998,0.0,,,Spend,-21.465999999999998,-100.0,Red,Daily,Events & Ex Hires,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,0.0,21.465999999999998,-21.465999999999998,-100.0,red
12002,Skylon,35.57431372549019,31.973023255813953,,,Spend,-3.60129046967624,-10.123288666833211,Red,Daily,Restaurant,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,31.973023255813953,35.57431372549019,-3.60129046967624,-10.123288666833211,salmon
12003,Skylon,10.91470588235294,8.484883720930231,,,Spend,-2.4298221614227096,-22.26191147625226,Red,Daily,Restaurant,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,8.484883720930231,10.91470588235294,-2.4298221614227096,-22.26191147625226,salmon
12004,Skylon,-0.9758823529411764,-2.777674418604651,,,Spend,-1.8017920656634747,184.63209835008482,Red,Daily,Restaurant,Discounts,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,-2.777674418604651,-0.9758823529411764,-1.8017920656634747,184.63209835008482,salmon
12005,Skylon,25.635490196078432,26.26581395348837,,,Spend,0.6303237574099363,2.45879346401716,lime,Daily,Restaurant,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,lime,1.0,26.26581395348837,25.635490196078432,0.6303237574099363,2.45879346401716,lime
12006,Skylon,26.66941176470588,25.122558139534885,,,Spend,-1.5468536251709963,-5.800104024859266,Red,Daily,Restaurant,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,25.122558139534885,26.66941176470588,-1.5468536251709963,-5.800104024859266,salmon
12007,Skylon,8.904901960784313,6.85046511627907,,,Spend,-2.0544368445052434,-23.07085303749145,Red,Daily,Restaurant,Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,salmon,1.0,6.85046511627907,8.904901960784313,-2.0544368445052434,-23.07085303749145,salmon
12008,Skylon,26.11647058823529,33.35206896551724,,,Spend,7.235598377281949,27.70511563894616,lime,Daily,Restaurant,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,33.35206896551724,26.11647058823529,7.235598377281949,27.70511563894616,lime
12009,Skylon,6.922941176470588,7.033448275862069,,,Spend,0.11050709939148096,1.5962449567976686,lime,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,7.033448275862069,6.922941176470588,0.11050709939148096,1.5962449567976686,lime
12010,Skylon,-1.8270588235294118,-0.5955172413793103,,,Spend,1.2315415821501015,-67.40568865599396,lime,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,-0.5955172413793103,-1.8270588235294118,1.2315415821501015,-67.40568865599396,lime
12011,Skylon,21.02058823529412,26.91413793103448,,,Spend,5.8935496957403615,28.037035071382714,lime,Daily,Restaurant,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,26.91413793103448,21.02058823529412,5.8935496957403615,28.037035071382714,lime
12012,Skylon,20.307941176470585,30.061724137931037,,,Spend,9.753782961460452,48.029403260048284,lime,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,lime,1.0,30.061724137931037,20.307941176470585,9.753782961460452,48.029403260048284,lime
12013,Skylon,5.808529411764706,3.290344827586207,,,Spend,-2.518184584178499,-43.35322085273632,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,salmon,1.0,3.290344827586207,5.808529411764706,-2.518184584178499,-43.35322085273632,salmon
12014,Skylon,29.049677419354836,38.906800000000004,,,Spend,9.857122580645168,33.93195193994717,lime,Daily,Restaurant,Total,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,38.906800000000004,29.049677419354836,9.857122580645168,33.93195193994717,lime
12015,Skylon,4.935645161290322,13.540799999999999,,,Spend,8.605154838709677,174.3471128394497,lime,Daily,Restaurant,Beverage,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,13.540799999999999,4.935645161290322,8.605154838709677,174.3471128394497,lime
12016,Skylon,-0.8429032258064517,0.0,,,Spend,0.8429032258064517,-100.0,lime,Daily,Restaurant,Discounts,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,0.0,-0.8429032258064517,0.8429032258064517,-100.0,lime
12017,Skylon,24.95693548387097,25.366,,,Spend,0.4090645161290283,1.6390815146090199,lime,Daily,Restaurant,Food,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,25.366,24.95693548387097,0.4090645161290283,1.6390815146090199,lime
12018,Skylon,25.864677419354837,28.873599999999996,,,Spend,3.0089225806451587,11.63332730526748,lime,Daily,Restaurant,Non-Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,28.873599999999996,25.864677419354837,3.0089225806451587,11.63332730526748,lime
12019,Skylon,3.185,10.033199999999999,,,Spend,6.8481999999999985,215.01412872841442,lime,Daily,Restaurant,Wine,,Wednesday,3_Wednesday,2.0,Lunch,Wednesday Lunch,mediumvioletred,pink,lime,1.0,10.033199999999999,3.185,6.8481999999999985,215.01412872841442,lime
12020,Skylon,30.729411764705873,38.294285714285714,,,Spend,7.564873949579841,24.617698534237622,lime,Daily,Restaurant,Total,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,38.294285714285714,30.729411764705873,7.564873949579841,24.617698534237622,lime
12021,Skylon,8.422941176470587,10.66,,,Spend,2.237058823529413,26.55911725679169,lime,Daily,Restaurant,Beverage,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,10.66,8.422941176470587,2.237058823529413,26.55911725679169,lime
12022,Skylon,-1.1,0.0,,,Spend,1.1,-100.0,lime,Daily,Restaurant,Discounts,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,0.0,-1.1,1.1,-100.0,lime
12023,Skylon,23.406470588235294,27.634285714285713,,,Spend,4.2278151260504195,18.062591325389445,lime,Daily,Restaurant,Food,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,27.634285714285713,23.406470588235294,4.2278151260504195,18.062591325389445,lime
12024,Skylon,25.36220588235294,34.767142857142865,,,Spend,9.404936974789926,37.08248808647159,lime,Daily,Restaurant,Non-Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,lime,1.0,34.767142857142865,25.36220588235294,9.404936974789926,37.08248808647159,lime
12025,Skylon,5.367205882352941,3.5271428571428567,,,Spend,-1.8400630252100845,-34.28344404041038,Red,Daily,Restaurant,Wine,,Thursday,4_Thursday,2.0,Lunch,Thursday Lunch,mediumvioletred,pink,salmon,1.0,3.5271428571428567,5.367205882352941,-1.8400630252100845,-34.28344404041038,salmon
12026,Skylon,36.352521739130445,39.58640287769784,,,Spend,3.233881138567398,8.895892179844006,lime,Daily,Restaurant,Total,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,39.58640287769784,36.352521739130445,3.233881138567398,8.895892179844006,lime
12027,Skylon,11.675739130434783,12.49597122302158,,,Spend,0.8202320925867976,7.025097798294623,lime,Daily,Restaurant,Beverage,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,12.49597122302158,11.675739130434783,0.8202320925867976,7.025097798294623,lime
12028,Skylon,-0.21756521739130438,-1.399496402877698,,,Spend,-1.1819311854863936,543.2537423298771,Red,Daily,Restaurant,Discounts,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,-1.399496402877698,-0.21756521739130438,-1.1819311854863936,543.2537423298771,salmon
12029,Skylon,24.894347826086957,28.48992805755396,,,Spend,3.595580231467004,14.443359820413415,lime,Daily,Restaurant,Food,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,28.48992805755396,24.894347826086957,3.595580231467004,14.443359820413415,lime
12030,Skylon,27.135304347826086,30.474028776978418,,,Spend,3.3387244291523324,12.303987404585017,lime,Daily,Restaurant,Non-Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,lime,1.0,30.474028776978418,27.135304347826086,3.3387244291523324,12.303987404585017,lime
12031,Skylon,9.217217391304349,9.112374100719425,,,Spend,-0.10484329058492392,-1.1374722558223975,Red,Daily,Restaurant,Wine,,Sunday,7_Sunday,2.0,Lunch,Sunday Lunch,mediumvioletred,pink,salmon,1.0,9.112374100719425,9.217217391304349,-0.10484329058492392,-1.1374722558223975,salmon
12032,Skylon,34.66521367521367,51.17627906976744,,,Spend,16.511065394553768,47.630069582866916,lime,Daily,Restaurant,Total,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,51.17627906976744,34.66521367521367,16.511065394553768,47.630069582866916,limegreen
12033,Skylon,13.833076923076923,17.005116279069764,,,Spend,3.1720393559928404,22.93083002163539,lime,Daily,Restaurant,Beverage,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,17.005116279069764,13.833076923076923,3.1720393559928404,22.93083002163539,limegreen
12034,Skylon,-1.037863247863248,-0.6151162790697674,,,Spend,0.4227469687934805,-40.732434611576394,lime,Daily,Restaurant,Discounts,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,-0.6151162790697674,-1.037863247863248,0.4227469687934805,-40.732434611576394,limegreen
12035,Skylon,21.87,34.78627906976744,,,Spend,12.916279069767437,59.05934645526949,lime,Daily,Restaurant,Food,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,34.78627906976744,21.87,12.916279069767437,59.05934645526949,limegreen
12036,Skylon,24.116581196581194,38.36651162790698,,,Spend,14.249930431325787,59.087688736519084,lime,Daily,Restaurant,Non-Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,38.36651162790698,24.116581196581194,14.249930431325787,59.087688736519084,limegreen
12037,Skylon,10.548632478632479,12.809767441860464,,,Spend,2.2611349632279847,21.43533740329076,lime,Daily,Restaurant,Wine,,Monday,1_Monday,3.0,Dinner,Monday Dinner,purple,plum,limegreen,1.0,12.809767441860464,10.548632478632479,2.2611349632279847,21.43533740329076,limegreen
12038,Skylon,37.54126506024096,0.0,,,Spend,-37.54126506024096,-100.0,Red,Daily,Restaurant,Total,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,37.54126506024096,-37.54126506024096,-100.0,red
12039,Skylon,14.675481927710845,0.0,,,Spend,-14.675481927710845,-100.0,Red,Daily,Restaurant,Beverage,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,14.675481927710845,-14.675481927710845,-100.0,red
12040,Skylon,-3.8449397590361447,0.0,,,Spend,3.8449397590361447,-100.0,lime,Daily,Restaurant,Discounts,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,limegreen,1.0,0.0,-3.8449397590361447,3.8449397590361447,-100.0,limegreen
12041,Skylon,26.710722891566267,0.0,,,Spend,-26.710722891566267,-100.0,Red,Daily,Restaurant,Food,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,26.710722891566267,-26.710722891566267,-100.0,red
12042,Skylon,26.03325301204819,0.0,,,Spend,-26.03325301204819,-100.0,Red,Daily,Restaurant,Non-Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,26.03325301204819,-26.03325301204819,-100.0,red
12043,Skylon,11.508012048192771,0.0,,,Spend,-11.508012048192771,-100.0,Red,Daily,Restaurant,Wine,,Tuesday,2_Tuesday,3.0,Dinner,Tuesday Dinner,purple,plum,red,1.0,0.0,11.508012048192771,-11.508012048192771,-100.0,red
12044,Skylon,0.0,46.48739583333333,,,Spend,46.48739583333333,100.0,lime,Daily,Restaurant,Total,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,46.48739583333333,0.0,46.48739583333333,100.0,limegreen
12045,Skylon,0.0,17.109583333333333,,,Spend,17.109583333333333,100.0,lime,Daily,Restaurant,Beverage,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,17.109583333333333,0.0,17.109583333333333,100.0,limegreen
12046,Skylon,0.0,-1.5511458333333332,,,Spend,-1.5511458333333332,-inf,Red,Daily,Restaurant,Discounts,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,red,1.0,-1.5511458333333332,0.0,-1.5511458333333332,-inf,red
12047,Skylon,0.0,30.92895833333333,,,Spend,30.92895833333333,100.0,lime,Daily,Restaurant,Food,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,30.92895833333333,0.0,30.92895833333333,100.0,limegreen
12048,Skylon,0.0,31.92927083333333,,,Spend,31.92927083333333,100.0,lime,Daily,Restaurant,Non-Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,31.92927083333333,0.0,31.92927083333333,100.0,limegreen
12049,Skylon,0.0,14.558124999999999,,,Spend,14.558124999999999,100.0,lime,Daily,Restaurant,Wine,,Wednesday,3_Wednesday,3.0,Dinner,Wednesday Dinner,purple,plum,limegreen,1.0,14.558124999999999,0.0,14.558124999999999,100.0,limegreen
12050,Skylon,32.89872483221477,42.61479166666667,,,Spend,9.716066834451901,29.533262714601722,lime,Daily,Restaurant,Total,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,42.61479166666667,32.89872483221477,9.716066834451901,29.533262714601722,limegreen
12051,Skylon,16.85610738255033,15.733333333333333,,,Spend,-1.1227740492169982,-6.660933178316775,Red,Daily,Restaurant,Beverage,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,15.733333333333333,16.85610738255033,-1.1227740492169982,-6.660933178316775,red
12052,Skylon,-4.81758389261745,-0.8216666666666668,,,Spend,3.9959172259507834,-82.94442432178913,lime,Daily,Restaurant,Discounts,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,-0.8216666666666668,-4.81758389261745,3.9959172259507834,-82.94442432178913,limegreen
12053,Skylon,20.86020134228188,27.703125000000004,,,Spend,6.842923657718124,32.80372775620383,lime,Daily,Restaurant,Food,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,27.703125000000004,20.86020134228188,6.842923657718124,32.80372775620383,limegreen
12054,Skylon,20.197651006711407,31.000208333333337,,,Spend,10.80255732662193,53.48422607674716,lime,Daily,Restaurant,Non-Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,limegreen,1.0,31.000208333333337,20.197651006711407,10.80255732662193,53.48422607674716,limegreen
12055,Skylon,12.701073825503356,11.614583333333334,,,Spend,-1.0864904921700216,-8.55431995039965,Red,Daily,Restaurant,Wine,,Thursday,4_Thursday,3.0,Dinner,Thursday Dinner,purple,plum,red,1.0,11.614583333333334,12.701073825503356,-1.0864904921700216,-8.55431995039965,red
12056,Skylon,36.83833333333334,34.75027397260273,,,Spend,-2.088059360730611,-5.668170006055135,Red,Daily,Restaurant,Total,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,34.75027397260273,36.83833333333334,-2.088059360730611,-5.668170006055135,red
12057,Skylon,14.77638888888889,9.844246575342467,,,Spend,-4.932142313546423,-33.37853619469334,Red,Daily,Restaurant,Beverage,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,9.844246575342467,14.77638888888889,-4.932142313546423,-33.37853619469334,red
12058,Skylon,-2.1727777777777777,-0.8828767123287672,,,Spend,1.2899010654490106,-59.3664514908775,lime,Daily,Restaurant,Discounts,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,limegreen,1.0,-0.8828767123287672,-2.1727777777777777,1.2899010654490106,-59.3664514908775,limegreen
12059,Skylon,24.23472222222222,25.788904109589037,,,Spend,1.5541818873668163,6.413037760926746,lime,Daily,Restaurant,Food,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,limegreen,1.0,25.788904109589037,24.23472222222222,1.5541818873668163,6.413037760926746,limegreen
12060,Skylon,25.727916666666665,27.80958904109589,,,Spend,2.0816723744292247,8.091103533175927,lime,Daily,Restaurant,Non-Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,limegreen,1.0,27.80958904109589,25.727916666666665,2.0816723744292247,8.091103533175927,limegreen
12061,Skylon,11.110416666666667,6.9406849315068495,,,Spend,-4.169731735159818,-37.52993123714068,Red,Daily,Restaurant,Wine,,Sunday,7_Sunday,3.0,Dinner,Sunday Dinner,purple,plum,red,1.0,6.9406849315068495,11.110416666666667,-4.169731735159818,-37.52993123714068,red
12062,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Total,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
12063,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Beverage,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
12064,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Food,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
12065,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Non-Wine,,Monday,1_Monday,2.0,Lunch,Monday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
12066,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Total,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
12067,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Beverage,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
12068,South Place Hotel,0.0,0.0,,,Spend,0.0,,Yellow,Daily,Bar,Food,,Tuesday,2_Tuesday,2.0,Lunch,Tuesday Lunch,mediumvioletred,pink,,1.0,0.0,0.0,0.0,,
